Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,patient_id,Platform,ReleaseDate,create_date,version,Sample Name,selection_marker,source_name,SRA Study,tissue
SRR17763332,RNA-Seq,84,662676000,PRJNA800731,SAMN25279628,302790216,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925277,GSM5837579,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837579,CD45+,Peripheral blood,SRP356854,Blood
SRR17763333,RNA-Seq,84,496016304,PRJNA800731,SAMN25279629,227798786,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925278,GSM5837580,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl023,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837580,CD45+,Peripheral blood,SRP356854,Blood
SRR17763334,RNA-Seq,84,568717044,PRJNA800731,SAMN25279630,261355284,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925279,GSM5837581,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl025,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837581,CD45+,Forearm skin,SRP356854,Skin
SRR17763335,RNA-Seq,84,524212836,PRJNA800731,SAMN25279631,240286632,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925280,GSM5837582,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837582,CD90+,Forearm skin,SRP356854,Skin
SRR17763336,RNA-Seq,84,1006642980,PRJNA800731,SAMN25279632,461324939,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925281,GSM5837583,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837583,CD45+,Forearm skin,SRP356854,Skin
SRR17763337,RNA-Seq,107,1123023957,PRJNA800731,SAMN25279633,369817408,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925282,GSM5837584,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01014,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837584,CD90+,Forearm skin,SRP356854,Skin
SRR17763338,RNA-Seq,107,1169694682,PRJNA800731,SAMN25279634,384661628,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925283,GSM5837585,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01038,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837585,CD90+,Forearm skin,SRP356854,Skin
SRR17763339,RNA-Seq,107,966981470,PRJNA800731,SAMN25279635,315951396,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925284,GSM5837586,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01038,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837586,CD90+,Forearm skin,SRP356854,Skin
SRR17763340,RNA-Seq,107,1042053847,PRJNA800731,SAMN25279636,343150898,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925848,GSM5837587,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01038,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837587,CD90+,Forearm skin,SRP356854,Skin
SRR17763341,RNA-Seq,107,1077992044,PRJNA800731,SAMN25279637,353722924,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925849,GSM5837588,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01038,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837588,CD45+,Forearm skin,SRP356854,Skin
SRR17763342,RNA-Seq,107,460901430,PRJNA800731,SAMN25279638,154766747,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925850,GSM5837589,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837589,CD90+,Forearm skin,SRP356854,Skin
SRR17763343,RNA-Seq,107,1078484672,PRJNA800731,SAMN25279639,352759202,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925851,GSM5837590,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl027,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837590,CD90+,Forearm skin,SRP356854,Skin
SRR17763344,RNA-Seq,107,947157687,PRJNA800731,SAMN25279640,311977485,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925852,GSM5837591,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837591,CD90+,Forearm skin,SRP356854,Skin
SRR17763345,RNA-Seq,107,1225689494,PRJNA800731,SAMN25279641,407396335,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925853,GSM5837592,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837592,CD90+,Forearm skin,SRP356854,Skin
SRR17763346,RNA-Seq,107,1249054977,PRJNA800731,SAMN25279642,432323817,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925854,GSM5837593,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01038,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:53:00Z,1,GSM5837593,CD90+,Forearm skin,SRP356854,Skin
SRR17763347,RNA-Seq,107,804702381,PRJNA800731,SAMN25279643,264823593,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925855,GSM5837594,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837594,CD90+,Forearm skin,SRP356854,Skin
SRR17763348,RNA-Seq,107,1080062815,PRJNA800731,SAMN25279644,355713954,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925320,GSM5837595,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837595,CD90+,Forearm skin,SRP356854,Skin
SRR17763349,RNA-Seq,107,1005169449,PRJNA800731,SAMN25279645,332646518,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925321,GSM5837596,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01014,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837596,CD90+,Forearm skin,SRP356854,Skin
SRR17763350,RNA-Seq,107,937045759,PRJNA800731,SAMN25279646,310936162,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925322,GSM5837597,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl027,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837597,CD90+,Forearm skin,SRP356854,Skin
SRR17763351,RNA-Seq,107,888283505,PRJNA800731,SAMN25279647,289318307,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925323,GSM5837598,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837598,CD45+,Forearm skin,SRP356854,Skin
SRR17763352,RNA-Seq,107,1067833571,PRJNA800731,SAMN25279648,348233936,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925324,GSM5837599,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837599,CD45+,Peripheral blood,SRP356854,Blood
SRR17763353,RNA-Seq,107,653731694,PRJNA800731,SAMN25279649,223721672,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925325,GSM5837600,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl028,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837600,CD90+,Forearm skin,SRP356854,Skin
SRR17763354,RNA-Seq,107,709682636,PRJNA800731,SAMN25279650,241281395,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925326,GSM5837601,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl028,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837601,CD90+LGR5+,Forearm skin,SRP356854,Skin
SRR17763355,RNA-Seq,107,662154413,PRJNA800731,SAMN25279651,222706938,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925327,GSM5837602,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837602,CD90+,Forearm skin,SRP356854,Skin
SRR17763356,RNA-Seq,107,626542138,PRJNA800731,SAMN25279652,212910640,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925672,GSM5837603,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl029,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837603,CD90+,Forearm skin,SRP356854,Skin
SRR17763357,RNA-Seq,107,248660831,PRJNA800731,SAMN25279653,85073711,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925673,GSM5837604,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837604,CD90+,Forearm skin,SRP356854,Skin
SRR17763358,RNA-Seq,107,676990284,PRJNA800731,SAMN25279654,228898100,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925674,GSM5837605,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03025,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837605,CD90+,Forearm skin,SRP356854,Skin
SRR17763359,RNA-Seq,107,634357097,PRJNA800731,SAMN25279655,217193550,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925675,GSM5837606,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03025,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837606,CD90+,Forearm skin,SRP356854,Skin
SRR17763360,RNA-Seq,107,635185812,PRJNA800731,SAMN25279656,216909314,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925676,GSM5837607,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl030,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837607,CD45+,Forearm skin,SRP356854,Skin
SRR17763361,RNA-Seq,107,632764616,PRJNA800731,SAMN25279657,214409350,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925677,GSM5837608,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl030,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837608,CD90+LGR5+,Forearm skin,SRP356854,Skin
SRR17763362,RNA-Seq,107,621838739,PRJNA800731,SAMN25279658,210710110,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925678,GSM5837609,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837609,CD90+,Forearm skin,SRP356854,Skin
SRR17763363,RNA-Seq,107,547709460,PRJNA800731,SAMN25279659,186609169,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925679,GSM5837610,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl029,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837610,CD90+,Forearm skin,SRP356854,Skin
SRR17763364,RNA-Seq,107,627980860,PRJNA800731,SAMN25279660,215700704,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925285,GSM5837611,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl029,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837611,CD45+,Forearm skin,SRP356854,Skin
SRR17763365,RNA-Seq,107,533084272,PRJNA800731,SAMN25279661,180730010,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925286,GSM5837612,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl031,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837612,CD90+,Forearm skin,SRP356854,Skin
SRR17763366,RNA-Seq,107,683736955,PRJNA800731,SAMN25279662,233025038,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925287,GSM5837613,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837613,CD45+,Forearm skin,SRP356854,Skin
SRR17763367,RNA-Seq,107,597647644,PRJNA800731,SAMN25279663,202124334,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925288,GSM5837614,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837614,CD90+,Forearm skin,SRP356854,Skin
SRR17763368,RNA-Seq,107,649747228,PRJNA800731,SAMN25279664,223397324,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925289,GSM5837615,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl030,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837615,CD90+,Forearm skin,SRP356854,Skin
SRR17763369,RNA-Seq,107,766419065,PRJNA800731,SAMN25279665,259566286,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925290,GSM5837616,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03025,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837616,CD90+,Forearm skin,SRP356854,Skin
SRR17763370,RNA-Seq,107,611963281,PRJNA800731,SAMN25279666,208049371,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925291,GSM5837617,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl031,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837617,CD90+,Forearm skin,SRP356854,Skin
SRR17763371,RNA-Seq,107,450550036,PRJNA800731,SAMN25279667,153466218,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925292,GSM5837618,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837618,CD90+,Forearm skin,SRP356854,Skin
SRR17763372,RNA-Seq,107,638610561,PRJNA800731,SAMN25279668,217051459,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925328,GSM5837619,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837619,CD90+,Forearm skin,SRP356854,Skin
SRR17763373,RNA-Seq,107,643182136,PRJNA800731,SAMN25279669,216216843,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925329,GSM5837620,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01014,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837620,CD45+,Forearm skin,SRP356854,Skin
SRR17763374,RNA-Seq,107,656582067,PRJNA800731,SAMN25279670,224243139,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925330,GSM5837621,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837621,CD45+,Forearm skin,SRP356854,Skin
SRR17763375,RNA-Seq,107,685611274,PRJNA800731,SAMN25279671,231639947,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925331,GSM5837622,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03025,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837622,CD45+,Forearm skin,SRP356854,Skin
SRR17763376,RNA-Seq,107,990234496,PRJNA800731,SAMN25279672,326899180,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925332,GSM5837623,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837623,CD90+,Leg skin,SRP356854,Skin
SRR17763377,RNA-Seq,107,1091061345,PRJNA800731,SAMN25279673,366232928,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925333,GSM5837624,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837624,CD45+,Leg skin,SRP356854,Skin
SRR17763378,RNA-Seq,107,777818952,PRJNA800731,SAMN25279674,261787260,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925334,GSM5837625,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03027,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837625,CD90+,Forearm skin,SRP356854,Skin
SRR17763379,RNA-Seq,107,765949335,PRJNA800731,SAMN25279675,260939999,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925335,GSM5837626,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl032,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837626,CD90+,Forearm skin,SRP356854,Skin
SRR17763380,RNA-Seq,107,877744433,PRJNA800731,SAMN25279676,293168133,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925856,GSM5837627,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837627,CD90+,Forearm skin,SRP356854,Skin
SRR17763381,RNA-Seq,107,818355046,PRJNA800731,SAMN25279677,273879179,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925857,GSM5837628,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02012,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837628,CD90+,Forearm skin,SRP356854,Skin
SRR17763382,RNA-Seq,107,1047070114,PRJNA800731,SAMN25279678,356249759,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925858,GSM5837629,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03027,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837629,CD90+,Forearm skin,SRP356854,Skin
SRR17763383,RNA-Seq,107,919323028,PRJNA800731,SAMN25279679,310474484,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925859,GSM5837630,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03027,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837630,CD90+,Forearm skin,SRP356854,Skin
SRR17763384,RNA-Seq,107,780719829,PRJNA800731,SAMN25279680,256589075,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925860,GSM5837631,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03027,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837631,CD45+,Forearm skin,SRP356854,Skin
SRR17763385,RNA-Seq,107,627752522,PRJNA800731,SAMN25279681,208778205,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925861,GSM5837632,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02012,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837632,CD90+,Forearm skin,SRP356854,Skin
SRR17763386,RNA-Seq,107,761564261,PRJNA800731,SAMN25279682,254458542,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925862,GSM5837633,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl034,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837633,CD90+,Forearm skin,SRP356854,Skin
SRR17763387,RNA-Seq,107,865726621,PRJNA800731,SAMN25279683,293504107,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925863,GSM5837634,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01039,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837634,CD90+,Forearm skin,SRP356854,Skin
SRR17763388,RNA-Seq,107,1015976449,PRJNA800731,SAMN25279684,345714097,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925336,GSM5837635,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01039,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837635,CD90+,Forearm skin,SRP356854,Skin
SRR17763389,RNA-Seq,107,998376447,PRJNA800731,SAMN25279685,348805517,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925337,GSM5837636,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01039,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837636,CD45+,Forearm skin,SRP356854,Skin
SRR17763390,RNA-Seq,107,1140091634,PRJNA800731,SAMN25279686,401179280,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925338,GSM5837637,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03026,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:53:00Z,1,GSM5837637,CD90+,Forearm skin,SRP356854,Skin
